ansatz,reps,optimizer,n_qubits,n_params,circuit_depth,jz,E_vqe,E_exact,energy_error,Spi_vqe,Spi_exact,wall_time,mean_abs_error,max_abs_error,total_time_s
efficient_su2,1,SPSA,4,16,7,-3.0,-8.82460538892661,-9.0,0.17539461107338994,-0.49678319283384414,-0.5,3.2162210941314697,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-2.75,-4.752005618169261,-8.25,3.497994381830739,-0.22430649390043317,-0.5,3.221073865890503,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-2.5,-7.409507930661677,-7.5,0.09049206933832288,-0.5089610114197533,-0.5,3.085580825805664,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-2.25,-3.1277500982542454,-6.75,3.6222499017457546,-0.23145047574200547,-0.5,3.0608391761779785,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-2.0,-5.914341143948186,-6.0,0.08565885605181389,-0.4936665672713745,-0.5,3.1169381141662598,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-1.75,-3.022877605952206,-5.25,2.227122394047794,-0.2822208243670967,-0.5,3.0533947944641113,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-1.5,-4.462130567759794,-4.5,0.037869432240206,-0.5044886627886388,-0.5,3.2710390090942383,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-1.25,-0.6565865271821364,-3.75,3.0934134728178635,0.06917248496397194,-0.5,3.02548885345459,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-1.0,-2.9448334593285117,-3.0,0.055166540671488296,-0.1829202838393261,-0.5,2.984471082687378,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-0.75,-3.054566527692932,-3.2881543834100757,0.2335878557171438,0.17005562255938966,0.268611278398783,3.1839969158172607,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-0.5,-2.95582805030108,-3.639409959505632,0.6835819092045519,0.025159657136172867,0.3548377264558783,3.1085710525512695,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,-0.25,-1.636128044464036,-4.0376786899823,2.401550645518264,0.04794439213941487,0.4306106243562941,3.1600658893585205,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,0.0,-3.494048707860696,-4.472135954999569,0.9780872471388729,0.2659639658973816,0.4999999999999999,3.058997869491577,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,0.25,-4.521743849464896,-4.935857950077218,0.41411410061232257,0.45363629128466615,0.5652888224803903,3.0805981159210205,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,0.5,-5.037246053192543,-5.424343992020237,0.3870979388276936,0.49086190713002914,0.6275332208810533,3.19347882270813,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,0.75,-4.2265145699678,-5.934512688095611,1.7079981181278114,0.3472850829711517,0.6871010637995336,3.1751489639282227,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,1.0,-5.932676367956996,-6.4641016151377535,0.5314252471807572,0.517105366369816,0.7440169358562931,3.1340951919555664,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,1.25,-2.1609646558059157,-7.011323553776188,4.850358897970272,0.18054977656151333,0.7981617595112198,3.1004040241241455,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,1.5,-7.167640349732749,-7.574673582515112,0.40703323278236336,0.816717957848079,0.8493836393885659,3.136631965637207,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,1.75,-7.7032910382089765,-8.152822983208706,0.4495319449997295,0.8217130614257059,0.8975561416959063,3.0612781047821045,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,2.0,-7.965202719118173,-8.744562646538014,0.7793599274198417,0.49685626166851976,0.9426051291782762,2.9855360984802246,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,2.25,-5.25703996906822,-9.348774265635189,4.091734296566969,0.827892285528587,0.9845167579476416,3.105041265487671,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,2.5,-8.038739755163613,-9.9644166146696,1.9256768595059874,1.2386094385194066,1.023334574203839,3.1530909538269043,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,2.75,-3.03572150987041,-10.590519502904307,7.5547979930338975,0.3704378284862682,1.0591508988685487,3.1133179664611816,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,SPSA,4,16,7,3.0,-10.256721131881305,-11.226181168649887,0.9694600367685826,1.1737131423581209,1.0920958902926141,3.1985883712768555,1.6500303164476973,7.5547979930338975,77.98388838768005
efficient_su2,1,COBYLA,4,16,7,-3.0,-8.867084977836452,-9.0,0.132915022163548,-0.49604297046307627,-0.5,2.010956048965454,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-2.75,-8.13054600613499,-8.25,0.11945399386500988,-0.48162629640125443,-0.5,1.1866419315338135,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-2.5,-7.386688659332385,-7.5,0.11331134066761539,-0.49060017875373624,-0.5,1.1646430492401123,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-2.25,-6.636517081859613,-6.75,0.11348291814038713,-0.4816431117403839,-0.5,1.3731367588043213,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-2.0,-5.9179690275246655,-6.0,0.08203097247533453,-0.5004461617654469,-0.5,1.0659830570220947,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-1.75,-5.186182070973755,-5.25,0.06381792902624461,-0.48424148735244377,-0.5,1.1355938911437988,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-1.5,-4.43220708638988,-4.5,0.06779291361011985,-0.49026855994735086,-0.5,1.2068240642547607,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-1.25,-3.703882405442034,-3.75,0.04611759455796616,-0.4971882420813353,-0.5,1.125256061553955,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-1.0,-2.9640260512756043,-3.0,0.03597394872439574,-0.47796063658024357,-0.5,1.0923919677734375,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-0.75,-2.2222170455799706,-3.2881543834100757,1.0659373378301051,-0.48448667623484415,0.268611278398783,1.2274601459503174,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-0.5,-3.326880153753473,-3.639409959505632,0.31252980575215883,0.3381274658311005,0.3548377264558783,1.7785489559173584,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,-0.25,-3.7064775553945744,-4.0376786899823,0.33120113458772593,0.35771706787138574,0.4306106243562941,1.2564442157745361,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,0.0,-4.083691312788686,-4.472135954999569,0.3884446422108834,0.3573478910280498,0.4999999999999999,1.082284927368164,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,0.25,-4.596768765885075,-4.935857950077218,0.33908918419214285,0.46409351770645774,0.5652888224803903,1.3914449214935303,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,0.5,-5.041759762651143,-5.424343992020237,0.382584229369094,0.43639411877754686,0.6275332208810533,1.2538888454437256,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,0.75,-5.472649832766133,-5.934512688095611,0.46186285532947835,0.4586407386214813,0.6871010637995336,1.1562530994415283,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,1.0,-6.013176893420504,-6.4641016151377535,0.4509247217172492,0.4812421853669817,0.7440169358562931,1.3014121055603027,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,1.25,-6.466988207426998,-7.011323553776188,0.5443353463491905,0.48581869527513694,0.7981617595112198,1.2149889469146729,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,1.5,-6.950449070224477,-7.574673582515112,0.6242245122906356,0.4909390403671472,0.8493836393885659,1.1327810287475586,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,1.75,-7.473558971314895,-8.152822983208706,0.6792640118938111,0.49299084077168936,0.8975561416959063,1.215385913848877,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,2.0,-7.961191265168581,-8.744562646538014,0.7833713813694336,0.4907950486505614,0.9426051291782762,1.1568951606750488,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,2.25,-8.448015544272545,-9.348774265635189,0.900758721362644,0.4928067989700043,0.9845167579476416,1.275866985321045,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,2.5,-8.956762330414357,-9.9644166146696,1.0076542842552438,0.5196571991733443,1.023334574203839,1.2114510536193848,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,2.75,-9.450240186172977,-10.590519502904307,1.1402793167313305,0.5128684372136593,1.0591508988685487,1.2303149700164795,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,COBYLA,4,16,7,3.0,-9.954159130938468,-11.226181168649887,1.2720220377114195,0.5413115744119413,1.0920958902926141,1.3187239170074463,0.45837520624732675,1.2720220377114195,31.565572023391724
efficient_su2,1,NFT,4,16,7,-3.0,-8.890300874617797,-9.0,0.10969912538220328,-0.4981217443820301,-0.5,5.201178073883057,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-2.75,-8.137336600165128,-8.25,0.11266339983487228,-0.49360412291273265,-0.5,5.57515287399292,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-2.5,-7.398607910640275,-7.5,0.10139208935972466,-0.5021219077891405,-0.5,5.305708646774292,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-2.25,-6.669892794486329,-6.75,0.0801072055136709,-0.5028971807368126,-0.5,5.459392070770264,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-2.0,-5.914540263600976,-6.0,0.08545973639902371,-0.49920074959799726,-0.5,5.0468950271606445,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-1.75,-5.204549903268193,-5.25,0.04545009673180722,-0.4994756420058075,-0.5,4.808457136154175,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-1.5,-4.453590096029957,-4.5,0.04640990397004341,-0.4999930964841173,-0.5,4.88963508605957,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-1.25,-3.681335158022099,-3.75,0.06866484197790079,-0.4973693456521917,-0.5,4.984839916229248,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-1.0,-2.966608109175667,-3.0,0.033391890824332915,-0.49377230975601377,-0.5,4.902307033538818,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-0.75,-3.112045944663226,-3.2881543834100757,0.17610843874684967,0.21665358276702815,0.268611278398783,4.915846824645996,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-0.5,-3.354644952179917,-3.639409959505632,0.28476500732571486,0.3488092272289915,0.3548377264558783,5.021485090255737,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,-0.25,-3.7603317673960657,-4.0376786899823,0.2773469225862346,0.40572732148613044,0.4306106243562941,5.0553810596466064,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,0.0,-4.173061370745649,-4.472135954999569,0.29907458425392,0.44920957148055507,0.4999999999999999,4.76069712638855,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,0.25,-4.649980575033868,-4.935857950077218,0.2858773750433503,0.4699146539802016,0.5652888224803903,4.211578845977783,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,0.5,-5.085362566286768,-5.424343992020237,0.33898142573346934,0.4821725979571696,0.6275332208810533,4.354499101638794,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,0.75,-5.579513187894198,-5.934512688095611,0.354999500201413,0.48669425400899397,0.6871010637995336,4.220996856689453,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,1.0,-6.055542605239985,-6.4641016151377535,0.4085590098977683,0.4845027731340529,0.7440169358562931,4.165479898452759,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,1.25,-6.535915049946465,-7.011323553776188,0.47540850382972355,0.49073463302375264,0.7981617595112198,4.150374174118042,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,1.5,-7.017029890416096,-7.574673582515112,0.557643692099016,0.5101826290452461,0.8493836393885659,4.157413721084595,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,1.75,-7.509795205104808,-8.152822983208706,0.6430277781038978,0.48038122820762896,0.8975561416959063,4.146629810333252,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,2.0,-7.990566842590771,-8.744562646538014,0.7539958039472436,0.48959350211974856,0.9426051291782762,4.333242177963257,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,2.25,-8.561455014905572,-9.348774265635189,0.7873192507296167,0.54226340235346,0.9845167579476416,4.198648691177368,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,2.5,-9.602653813750647,-9.9644166146696,0.3617628009189531,1.0112650821419473,1.023334574203839,4.280066013336182,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,2.75,-10.219638320249794,-10.590519502904307,0.37088118265451264,1.053480230364368,1.0591508988685487,4.151124000549316,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,NFT,4,16,7,3.0,-10.872795902342823,-11.226181168649887,0.3533852663070647,1.0881494742047324,1.0920958902926141,4.245797872543335,0.2964949932948931,0.7873192507296167,116.54282712936401
efficient_su2,1,QNSPSA,4,16,7,-3.0,-8.879760001574741,-9.0,0.12023999842525868,-0.4937721770667218,-0.5,20.66762614250183,0.5848699653164163,1.4505034446281364,565.7408680915833
